question_id	question_url	question_title	question_body	time_stamp	username	votes	favorites	tags
5617	https://health.stackexchange.com/questions/5617/why-does-relaxation-meditaion-help-when-you-have-cold-feet-hands	Why does relaxation/meditaion help when you have cold feet/hands?	Sometimes when I'm cold and by cold I mean I have cold feet and hands I sit and mediate for a few minutes (usualy for about 15min). After few minutes I feel how my feet and hands become bit by bit warmer and I'm not cold anymore. Could you explain how this works and why? It has always been fascinating me.-	2016-04-25 06:45:39Z	t3chb0t	3	1	meditation
5616	https://health.stackexchange.com/questions/5616/why-is-leg-length-associated-with-respiratory-function	Why is leg length associated with respiratory function?	Longer legs are associated with better vo2 and lower risk of respitatory disease. Why?-	2016-04-26 01:55:32Z	D J Sims	0	0	lungs
5615	https://health.stackexchange.com/questions/5615/soylent-ensure-boost-and-fodmap	soylent, ensure, boost and FODMAP	Sometimes I eat  ,   or  , but now I decided follows the   diet. Do above products belong to low or high FODMAP? According to   soylent is okay, but I'm not sure about ensure and boost.-	2016-04-25 02:24:06Z	Alexan	1	0	nutrition, diet
5614	https://health.stackexchange.com/questions/5614/cerebellar-tonsil-herniation-measurement-level	Cerebellar tonsil herniation measurement level?	In my MRI scan result the cerebellar tonsil detected had a measurement of 0.50 mm through the foremen magnum. Is this condition considered normal for a tall person or is it considered the beginning of cerebellar tonsil herniation?-	2017-04-14 11:35:02Z	Pills N Pillows	2	0	brain, mri, tall-height
5613	https://health.stackexchange.com/questions/5613/what-is-the-optimal-platelet-rich-plasma-prp-infiltration-schedule-to-treat-a	What is the optimal platelet-rich plasma (PRP) infiltration schedule to treat a tendinopathy?	I wonder what the optimal platelet-rich plasma (PRP) injection schedule is to treat a tendinopathy. (1) showed that two PRP infiltrations performed in a one-week interval didn't show any improvement over a single PRP infiltration. I wonder whether there are other studies of that kind, e.g. a study that would compare a single PRP vs two PRP infiltrations performed with a longer interval. I am mostly interested in the epicondyles of the humerus-	2016-04-25 00:04:14Z	Franck Dernoncourt	0	0	tendinopathy, prp
5611	https://health.stackexchange.com/questions/5611/is-it-bad-to-swallow-the-toothpaste-after-brushing	Is it bad to swallow the toothpaste after brushing?	If you brush teeth in bed, then once finished swallow the leftover toothpaste before falling asleep, is this bad over a long period of time? I'm specifically asking about the health effects to the teeth of not rinsing, but also any other negative health effects to the body. The toothpaste in question is Sensodyne.-	2017-04-14 07:46:37Z	Pills N Pillows	4	0	dentistry, risks, swallow-swallowing, toothpaste, rinsing-mouth
5610	https://health.stackexchange.com/questions/5610/what-is-the-procedure-to-follow-for-a-north-american-doctor-to-practice-in-colom	What is the procedure to follow for a north american doctor to practice in Colombia?	I would like to know the requirements and procedures to follow for a Canadian doctor to practice in latin america, specifically in Colombia. For instance, are there board exams to pass? Is there a residency/social service to complete? Is the Canadian M.D. title recognized? Thank you.-	2017-07-19 01:18:54Z	Butterfly and Bones	1	0	practice-of-medicine, health-education, different-national-health
5608	https://health.stackexchange.com/questions/5608/is-it-a-sign-of-alzheimer-or-not	Is it a sign of Alzheimer or not? [closed]	my old is 23 years, i have good health, but for the last 5 years i began lost my memory, i feel that my memory doesn't work as before, i forget many things, i tried many tests on the internet which checks for Alhzeimer through questions, i always answer honestely (i don't lie at myself), and each time i go under the section of infected by Alzheimer, i read also many syndromes of Alzheimer and you can say 50% of syndromes came into me. I asked a friend of my situation, he told me that its not Alzheimer, i asked also my father he confirmed to me that Alzheimer infects only very old people and its just memory trouble, but it happens to me frequently and each year the problem is more than the past year, another friend tells me that because of bad sleep times. Does Alzheimer infected young people or just older? should i go to a doctor for a check?? i'm confused, i don't know what should i do.-	2016-04-24 11:25:13Z	La VloZ Merrill	1	0	alzheimers, memory
5604	https://health.stackexchange.com/questions/5604/why-cannot-the-body-all-by-itself-defeat-and-eliminate-acne	Why cannot the body all by itself defeat and eliminate acne?	 answers the question 'Why can't the immune system fight off the bacteria that causes acne?'. So instead, I ask a more general one as entitled above. I am conjecturing that the body has methods to detect the excess of   bacteria. If correct, then e.g., why cannot the body open skin pores to unclog oil?  Surely the body can do something better than forming pimples and pus? -	2016-04-24 03:49:18Z	Canada - Area 51 Proposal	2	0	acne
5602	https://health.stackexchange.com/questions/5602/do-vertical-split-keyboards-cause-less-stress-on-the-hand-wrist-and-arm-than-tr	Do vertical split-keyboards cause less stress on the hand, wrist and arm than traditional keyboards?	 are often marketed as more ergonomics than traditional keyboards. Is that true? I am especially interested in stress on the epicondyles of the humerus. I am aware of the study   but the sample size was small, the study is almost 20-year-old, and subjects weren't accustomed to vertical keyboards. Vertical split-keyboards don't have to be position vertically:-	2016-04-23 22:56:18Z	Franck Dernoncourt	2	0	computers, epicondylitis, tendons, ergonomics, repetitive-strain-injury
5600	https://health.stackexchange.com/questions/5600/explanation-of-normal-crp-during-neutrophilia	Explanation of normal CRP during neutrophilia?	Let us assume we have a patient with this history and let us try to   on the end of this post given the fact of commorbid   and  . The questions to intrigue are here The patient wrote this: Here are some fact about my fever of unknown origin, the diagnosis is apparently unknown, I am waiting now for some more serology, blood tests, urine cultivation and throat culture results. The illness had 4 onsets, connected by a "feeling well" periods, 3 of them were cured by ATB, the four is being left untreated for diagnostic purposes. duration:  symptoms: therapy: diagnostics:  therapy:  duration:  symtoms: duration: therapy: symtoms: After another 4 days being ok, I went to sauna to strengthen my immunity. The next day... symptoms: diagnostics: therapy: duration: After three weeks feeling healthy and one   blood test (cell count+diff, antigens, CRP and biochemistry), I went into a hot shower after a train trip and ended it with a very short cold shower to strengthen immunity. The next day... symptoms: diagnostics: At this point, the pneumologist was kind of stunned by these results and referred me to the hemmatology the same day. The test there were pretty much the same, except a bit elevated CRP (~20). Hematologist   and referred me to the infections diseases. They ruled out some viruses Eppstein-Barr, HIV, heppatitis and perhaps boreliosis and referred me to USG of abdomen and RTG of sinuses, which were ok.-	2016-04-23 21:29:50Z	Slazer	1	0	infection, blood-tests, diagnostics, hematology, differential-diagnosis
5597	https://health.stackexchange.com/questions/5597/brushing-teeth-before-or-after-breakfast	Brushing teeth before or after breakfast	Usually in the morning I brush my teeth after breakfast. But my dentist told me that it's better not brush them right after eating food, because eating makes them soft. So now I brush my teeth before breakfast. Is this the correct procedure? PS. Just found  , the author has the same opinion. Just want to get a additional confirmation.-	2016-04-25 23:42:50Z	Pobrecita	6	1	dentistry, hygiene, oral-health
